text,class,feature,appName
Facebook helps you keep in touch with friends that otherwise would be literally impossible to stay in touch with ,Neutral,stay in touch with,Facebook
alot of time it is not responding  which is very frustratingI get tired waiting to be able to continue my work,Negative,responding,Facebook
"Cruising along on FB when all of a sudden, I cannot open it anymore ",Neutral,open,Facebook
Opens on silk just fine ,Positive,Opens,Facebook
the app is responsive but one problem when sending a message to someone the plus nd smokey face Icon for sending images is their but when I press it no options for pics or stickers to send comes up not a major problem to me although to some people probably yes fixxxxx asap,Neutral,sending a message,Facebook
the app is responsive but one problem when sending a message to someone the plus nd smokey face Icon for sending images is their but when I press it no options for pics or stickers to send comes up not a major problem to me although to some people probably yes fixxxxx asap,Neutral,smokey face Icon,Facebook
the app is responsive but one problem when sending a message to someone the plus nd smokey face Icon for sending images is their but when I press it no options for pics or stickers to send comes up not a major problem to me although to some people probably yes fixxxxx asap,Neutral,sending images,Facebook
the app is responsive but one problem when sending a message to someone the plus nd smokey face Icon for sending images is their but when I press it no options for pics or stickers to send comes up not a major problem to me although to some people probably yes fixxxxx asap,Neutral,stickers to send,Facebook
"I never thought that I d be on face book, my grand kids put me out there and now I enjoy reading what theyre doing ",Positive,reading what theyre doing,Facebook
"pictures are great since picture taking and developing is getting to be a thing of the past, cell phones hold their pictures ",Positive,pictures,Facebook
It logs you on and is usually stable ,Neutral,logs,Facebook
The pictures that appear on my timeline take up the entire screen and are not automatically sized down ,Neutral,pictures that appear on my timeline,Facebook
The pictures that appear on my timeline take up the entire screen and are not automatically sized down ,Neutral,screen,Facebook
The pictures that appear on my timeline take up the entire screen and are not automatically sized down ,Neutral,sized down,Facebook
"If they can make it so your photos dont take up the entire screen and fix the freezing issues, it would be a little more useful ",Neutral,photos,Facebook
"If they can make it so your photos dont take up the entire screen and fix the freezing issues, it would be a little more useful ",Neutral,screen,Facebook
"That is my biggest gripe, along with not being able to show my jewelry on my timeline   have to use a business page which most people dont go to often!",Negative,show my jewelry on my timeline,Facebook
"Its so bad, that its clearly obvious that the author of the software and the person who approved its release for the Fire has never ever actually loaded it and run it on a Fire ",Neutral,loaded,Facebook
"July 9 ,2014 update has made this app unusable ",Neutral,update,Facebook
I can not open it ,Neutral,open,Facebook
I have deleted the a pop and reinstalled it several times ,Neutral,reinstalled,Facebook
"Thanks update, job well done         Not!",Positive,update,Facebook
"I like the social aspect of it but, sometimes the privacy sttings are confusing ",Negative,privacy sttings,Facebook
Plus you get messages instantly ,Neutral,get messages,Facebook
After the first 10 or so posts the rest just load as blue text without pictures and it doesnt change after refresh ,Neutral,posts,Facebook
After the first 10 or so posts the rest just load as blue text without pictures and it doesnt change after refresh ,Neutral,load as blue text,Facebook
After the first 10 or so posts the rest just load as blue text without pictures and it doesnt change after refresh ,Neutral,pictures,Facebook
This doesnt happen on my news feed but does on groups and pages ,Neutral,news feed,Facebook
This doesnt happen on my news feed but does on groups and pages ,Neutral,groups,Facebook
This doesnt happen on my news feed but does on groups and pages ,Neutral,pages,Facebook
the only posts that show up on the kindle fire app are whatever they decide to show ,Neutral,posts that show up,Facebook
there is no way of searching new posts or most recent ,Neutral,searching new posts,Facebook
How do I use the new update I cant even find my own profile or any settings anymore,Neutral,update,Facebook
How do I use the new update I cant even find my own profile or any settings anymore,Neutral,find my own profile,Facebook
The Facebook app can be very helpful keeping up with your facebook ,Neutral,keeping up with your facebook,Facebook
But other than that the app is dependable and could probably use an update ,Neutral,update,Facebook
This is a great app   it is big and beautiful with large pictures and all the features from the desktop version!,Positive,pictures,Facebook
"its great except i miss things because the news feed wont load prior events, and i cant check facebook all day",Neutral,news feed wont load,Facebook
you keep connected to the outside world learn a lot about people get to to see family and friends pictures help out something to bebefit others good recipes ect ,Neutral,keep connected,Facebook
you keep connected to the outside world learn a lot about people get to to see family and friends pictures help out something to bebefit others good recipes ect ,Neutral,see family,Facebook
This application is good for adult and teens it was download by my nice but my kids dont have a password but is good for mammy I got my Facebook and its great to be in contact with my family,Positive,contact with my family,Facebook
This application is good for adult and teens it was download by my nice but my kids dont have a password but is good for mammy I got my Facebook and its great to be in contact with my family,Neutral,password,Facebook
"i hate the fact that on the kindle you cant send voice messages, when it has a speaker!",Negative,send voice messages,Facebook
I am new and often feel unclear on using different areas and getting simple instructions seems far too complicated ,Negative,getting simple instructions,Facebook
i picked 5 stars because facebook is the best i have found many friends and relatives i havent seen in years how can you beat that i am hook on facebook should have been on  it sooner ,Neutral,found many friends,Facebook
App wont install completely ,Neutral,install,Facebook
Keeps showing &amp;#34;install failed&amp;#34; ,Neutral,install,Facebook
"However, this app still retains a lot of the features that I use most often; for example, event info, news feed stories, photo album viewing, videos, etc ",Neutral,event info,Facebook
"However, this app still retains a lot of the features that I use most often; for example, event info, news feed stories, photo album viewing, videos, etc ",Neutral,news feed stories,Facebook
"However, this app still retains a lot of the features that I use most often; for example, event info, news feed stories, photo album viewing, videos, etc ",Neutral,photo album viewing,Facebook
"However, this app still retains a lot of the features that I use most often; for example, event info, news feed stories, photo album viewing, videos, etc ",Neutral,videos,Facebook
Facebook games do not work in this version of Facebook; you would need an actual computer for that ,Neutral,Facebook games,Facebook
"I like the layout of the application, but I like my applkication posts hidden once I have viewed them ",Positive,layout,Facebook
"I like the layout of the application, but I like my applkication posts hidden once I have viewed them ",Positive,posts hidden,Facebook
I give this a 3 rating as you cannot hide posts in your newsfeed ,Neutral,hide posts,Facebook
I give this a 3 rating as you cannot hide posts in your newsfeed ,Neutral,newsfeed,Facebook
"Um yea, new layout is ugly, where do I see notifications",Neutral,see notifications,Facebook
"Um yea, new layout is ugly, where do I see notifications",Negative,layout,Facebook
"How can I get to my own profile, events, friends, everything!",Neutral,get to my own profile,Facebook
How do I get to messages!,Neutral,get to messages,Facebook
Very bad update ,Negative,update,Facebook
"The pictures are so big that it is more than annoying, and is an irritant ",Negative,pictures,Facebook
"Cant do highlight, copy, then paste ",Neutral,highlight,Facebook
"Cant do highlight, copy, then paste ",Neutral,copy,Facebook
"Cant do highlight, copy, then paste ",Neutral,paste,Facebook
I can only access the latest 6 news feed entries at any one time ,Neutral,news feed,Facebook
"as others have said, it only loads the first few posts in the news feed ",Neutral,loads the first few posts,Facebook
"as others have said, it only loads the first few posts in the news feed ",Neutral,news feed,Facebook
"think its great a wonderful way to connect with friends,i like th new look,keep up the good work its the best ",Positive,connect with friends,Facebook
"Very smooth and excellent for stalking your buddies online Its free, works better than most devices, whats not to like",Positive,stalking your buddies,Facebook
"Comprehensive one roof many thoughts,Games,Feelings, sharing, the best platform for meeting people Easy  to associate with other applications  like I use to post my links from Fotopedia ",Positive,platform for meeting people,Facebook
"Comprehensive one roof many thoughts,Games,Feelings, sharing, the best platform for meeting people Easy  to associate with other applications  like I use to post my links from Fotopedia ",Positive,associate with other applications,Facebook
"Comprehensive one roof many thoughts,Games,Feelings, sharing, the best platform for meeting people Easy  to associate with other applications  like I use to post my links from Fotopedia ",Positive,Games,Facebook
"Comprehensive one roof many thoughts,Games,Feelings, sharing, the best platform for meeting people Easy  to associate with other applications  like I use to post my links from Fotopedia ",Positive,Feelings,Facebook
"Comprehensive one roof many thoughts,Games,Feelings, sharing, the best platform for meeting people Easy  to associate with other applications  like I use to post my links from Fotopedia ",Positive,sharing,Facebook
"Comprehensive one roof many thoughts,Games,Feelings, sharing, the best platform for meeting people Easy  to associate with other applications  like I use to post my links from Fotopedia ",Positive,post my links,Facebook
"This is really great, I can stay in contact with family and friends ",Positive,stay in contact with family,Facebook
Also put my view points and daily word on Face book ,Neutral,put my view points,Facebook
I can also view pictures of family and friends ,Neutral,view pictures,Facebook
i have trouble with the posts loading ,Negative,posts loading,Facebook
When I open the app it keeps reinstalling itself over and over again please fix it today its going to make the masses hate you if you dont,Neutral,open,Facebook
When I open the app it keeps reinstalling itself over and over again please fix it today its going to make the masses hate you if you dont,Neutral,reinstalling,Facebook
Its connected me to people I havent heard from in years!,Neutral,connected me to people,Facebook
I enjoyed some of the new games they have put on such as nfl trivia ,Positive,games,Facebook
"Even at twenty seven years old, I still check on lives of old friends ",Neutral,check on lives of old friends,Facebook
cant see more than a few posts then the spinning circle of death at the bottom of the screen ,Neutral,see more than a few posts,Facebook
cant see more than a few posts then the spinning circle of death at the bottom of the screen ,Neutral,spinning circle of death,Facebook
Love watching my family and friends out of state,Positive,watching my family,Facebook
I think messenger is included for quasi private emails ,Neutral,messenger,Facebook
Cannot adjust news feed for &amp;#34;most recent&amp;#34; vs  &amp;#34;top stories&amp;#34; ,Neutral,adjust news feed,Facebook
Cannot mark notifications as read ,Neutral,mark notifications,Facebook
Cannot see entire photo album from news feed ,Neutral,see entire photo album,Facebook
Cannot see entire photo album from news feed ,Neutral,news feed,Facebook
Missing functionality in messaging &amp; events ,Neutral,messaging,Facebook
Missing functionality in messaging &amp; events ,Neutral,events,Facebook
Constantly wants to update but updates fail ,Neutral,update,Facebook
Constantly wants to update but updates fail ,Neutral,updates,Facebook
I really do like Facebook a lotLike I get to see other people some of them be my family some be friends Facebook is very awesome,Positive,see other people,Facebook
It helps me to stay in touch with family [especially those living out of state] and friends ,Neutral,stay in touch with family,Facebook
"At first I would see a handful of posts, and then another handful listed underneath in shaded boxes that you cant access ",Neutral,see a handful of posts,Facebook
"At first I would see a handful of posts, and then another handful listed underneath in shaded boxes that you cant access ",Neutral,shaded boxes,Facebook
"Now I dont have the boxes anymore, but it only lets me scroll down so far and stops ",Neutral,boxes,Facebook
"Now I dont have the boxes anymore, but it only lets me scroll down so far and stops ",Neutral,scroll down,Facebook
"The newsfeed only shows a few posts, then there are these weird blue blocks that you cant even click ",Neutral,newsfeed only shows a few posts,Facebook
Hopefully it will be fixed with an update soon ,Neutral,update,Facebook
The app no longer loads properly since I downloaded the update ,Neutral,update,Facebook
The app no longer loads properly since I downloaded the update ,Negative,loads,Facebook
Until the problem is fixed I will be without access to Facebook and therefore unable to communicate properly with friends and family ,Neutral,communicate properly with friends,Facebook
I cannot seem to ever get a Facebook session running without seeing &#34;error loading story&#34; message ,Neutral,loading story,Facebook
I cannot seem to ever get a Facebook session running without seeing &#34;error loading story&#34; message ,Neutral,message,Facebook
Updated version will not open!!,Neutral,open,Facebook
easy to download and use everything is there at your fingertips and the pics look awesome in HD just perfect,Positive,pics,Facebook
The full news feed and peoples time lines will not load all the way ,Neutral,news feed,Facebook
The full news feed and peoples time lines will not load all the way ,Neutral,time lines,Facebook
The full news feed and peoples time lines will not load all the way ,Neutral,load ,Facebook
"Though this is the full Facebook app, it tends to lag behind in updates ",Neutral,updates,Facebook
Helps me keep up with friends and family ,Neutral,keep up with friends,Facebook
jumps to the top when you back out of a posting and will not give a friends complete list,Neutral,posting,Facebook
jumps to the top when you back out of a posting and will not give a friends complete list,Neutral,give a friends complete list,Facebook
Im happy with facebook on my kindle and I like to follow my grandchildren on facebook and my friends too,Positive,follow my grandchildren,Facebook
Now I can look at more post before it only showed a few posts ,Neutral,look at more post,Facebook
Now I can look at more post before it only showed a few posts ,Neutral,showed a few posts,Facebook
"I love how easy it is to connect with (old) long time friends, and family, I have learned a lot of interesting things ",Positive,connect with (old) long time friends,Facebook
when I sign on and it sits there loading for ever and when I click on the tab on the top it loads my messages just fine ,Positive,loads my messages,Facebook
when I sign on and it sits there loading for ever and when I click on the tab on the top it loads my messages just fine ,Neutral,sign on,Facebook
when I sign on and it sits there loading for ever and when I click on the tab on the top it loads my messages just fine ,Neutral,loading,Facebook
when I sign on and it sits there loading for ever and when I click on the tab on the top it loads my messages just fine ,Neutral,click on the tab,Facebook
I love to read the gossip that everyone shares ,Positive,read the gossip,Facebook
I especially love the pictures of my friends & family that are shared,Positive,pictures of my friends,Facebook
The site does not have enough privacy protection -- I do not want the entire world to know (my personal information or what I share with my friends) -- only my friends ---- plus I do not like the options that protect the sharing and posting functions -- options need to have conditions such as only with my friends or open to all ,Neutral,privacy protection,Facebook
The site does not have enough privacy protection -- I do not want the entire world to know (my personal information or what I share with my friends) -- only my friends ---- plus I do not like the options that protect the sharing and posting functions -- options need to have conditions such as only with my friends or open to all ,Neutral,share with my friends,Facebook
The site does not have enough privacy protection -- I do not want the entire world to know (my personal information or what I share with my friends) -- only my friends ---- plus I do not like the options that protect the sharing and posting functions -- options need to have conditions such as only with my friends or open to all ,Neutral,open to all,Facebook
The site does not have enough privacy protection -- I do not want the entire world to know (my personal information or what I share with my friends) -- only my friends ---- plus I do not like the options that protect the sharing and posting functions -- options need to have conditions such as only with my friends or open to all ,Negative,protect the sharing,Facebook
"When something is posted that has a link and you click on it, it takes you to a Web page, but theres no way to get back to Facebook without hitting home and going back to the app ",Neutral,posted,Facebook
"When something is posted that has a link and you click on it, it takes you to a Web page, but theres no way to get back to Facebook without hitting home and going back to the app ",Neutral,link and you click,Facebook
"When something is posted that has a link and you click on it, it takes you to a Web page, but theres no way to get back to Facebook without hitting home and going back to the app ",Neutral,takes you to a Web page,Facebook
This is the best method I have found to stay in touch with my friends and family ,Positive,stay in touch with my friends,Facebook
From all around the world we can communicate ,Neutral,communicate,Facebook
I just updated and now my app doesnt work at all!,Neutral,updated,Facebook
It just says &quot;Facebook has stopped&quot; every time I open it ,Neutral,open,Facebook
on my kindle fire this is the only way I have to post photos on facebook now since facebooks last stupid change to their uploading ,Neutral,post photos,Facebook
on my kindle fire this is the only way I have to post photos on facebook now since facebooks last stupid change to their uploading ,Negative,uploading,Facebook
"to upload I download the pic I want to post, go to the kindle gallery, select the pic, hit menu, hit share, then choose this facebook program ",Neutral,upload,Facebook
"to upload I download the pic I want to post, go to the kindle gallery, select the pic, hit menu, hit share, then choose this facebook program ",Neutral,pic I want to post,Facebook
"Easy way to view family and friends, their pictures especially and their interests ",Positive,view family,Facebook
"Easy way to view family and friends, their pictures especially and their interests ",Positive,pictures,Facebook
I recommend facebook to those who like to stay connected on a more personal level,Neutral,stay connected,Facebook
I hate they keep changing the look even of MY page without my consent ,Negative,MY page,Facebook
Post often dont show when they should ,Neutral,Post often dont show,Facebook
I only have this to try and promote my work ,Neutral,promote my work,Facebook
"I like having access to Facebook, but Im so disappointed that I cant play my Facebook games on my Kindle ",Negative,play my Facebook games,Facebook
"As a facebook addict, this app is obviously awesome for those who want to stay connected to facebook ",Positive,stay connected,Facebook
"I do wish there was a better(any) alert system like on your iPhone for when you get new alerts(comments, likes, messages) ",Neutral,alert system,Facebook
"I do wish there was a better(any) alert system like on your iPhone for when you get new alerts(comments, likes, messages) ",Neutral,new alerts,Facebook
"I do wish there was a better(any) alert system like on your iPhone for when you get new alerts(comments, likes, messages) ",Neutral,comments,Facebook
"I do wish there was a better(any) alert system like on your iPhone for when you get new alerts(comments, likes, messages) ",Neutral,likes,Facebook
"I do wish there was a better(any) alert system like on your iPhone for when you get new alerts(comments, likes, messages) ",Neutral,messages,Facebook
You cant even watch a video for 2 seconds ,Neutral,watch a video,Facebook
It always force close ,Neutral,close,Facebook
The new update wasnt worth it ,Negative,new update,Facebook
Slow to load on smart phone and desktop PC ,Negative,load,Facebook
Search incomplete and complicated ,Negative,Search,Facebook
Changing the background takes forever ,Negative,Changing the background,Facebook
"On my phone it will let you look at status etc for as long you want to scroll down, but the app wouldnt only let me look and then it wouldnt bring up anything else ",Neutral,look at status,Facebook
"On my phone it will let you look at status etc for as long you want to scroll down, but the app wouldnt only let me look and then it wouldnt bring up anything else ",Neutral,scroll down,Facebook
I havent been able to post for awhile now ,Neutral,able to post,Facebook
Stop wasting time collecting and analyzing usage and make an app that works ,Negative, analyzing usage,Facebook
I like the ease of uploading phptps to my facebook page from my gallery ,Positive,uploading phptp,Facebook
I like the ease of uploading phptps to my facebook page from my gallery ,Neutral,gallery,Facebook
I do not stay logged in all the time as I do not like to get notifacations all the time,Neutral,logged in,Facebook
I do not stay logged in all the time as I do not like to get notifacations all the time,Negative,get notifacations,Facebook
"Facebook is facebook, I wish they had a dislike button ",Neutral,dislike button,Facebook
Like it well enough for staying in the loop with family and friends ,Positive,staying in the loop with family,Facebook
Can also download and print posted photos!,Neutral,posted photos,Facebook
it helps me keep in touch with my kids and grandkids ,Neutral,keep in touch with my kids,Facebook
It facebook run great let you hook up to existing accounts really well it is  well ,Positive,hook up to existing accounts,Facebook
I can  say that it was easy to install and use ,Positive,install,Facebook
Let me hook up with family and friends ,Neutral,hook up with family,Facebook
Been on for quite awhile Like keeping up with family ,Positive,keeping up with family,Facebook
Have alot of problems with the games ,Negative,games,Facebook
Its ok but if u want to block sum one u cant unless there ur friend ,Neutral,block sum one,Facebook
Since this morning I havent been able to open Facebook ,Neutral,open,Facebook
It loads for awhile then shuts off ,Neutral,loads,Facebook
And I uninstalled it but it keeps reinstalling itself ,Neutral,uninstalled,Facebook
And I uninstalled it but it keeps reinstalling itself ,Neutral,reinstalling,Facebook
"It allows me to talk ti my friends while in completely different places, almost like the computer version ",Neutral,talk ti my friends,Facebook
The Facebook app most recent update forces you to view your timeline in Top Stories format ,Neutral,update,Facebook
The Facebook app most recent update forces you to view your timeline in Top Stories format ,Neutral,view your timeline,Facebook
The Facebook app most recent update forces you to view your timeline in Top Stories format ,Neutral,Top Stories,Facebook
You no longer have the option to view your timeline in Most Recent order ,Neutral,view your timeline,Facebook
You no longer have the option to view your timeline in Most Recent order ,Neutral,Most Recent order,Facebook
There is no way to switch from Most recent to Top stories ,Neutral,switch from Most recent to Top stories,Facebook
The notification center doesnt work ,Neutral,notification center,Facebook
"And, I can no longer get to my groups or favorites ",Neutral,get to my groups,Facebook
So if you like an artist itll change your station to better the selection but if you accidentally like someone you dont because you were trying to press the dislike button then youre kinda screwed ,Neutral,change your station,Spotify
So if you like an artist itll change your station to better the selection but if you accidentally like someone you dont because you were trying to press the dislike button then youre kinda screwed ,Neutral,press the dislike button,Spotify
They forgot to let you unlike someone so please fix ,Neutral,unlike someone,Spotify
Its wierd to go from smooth music to country out of no where ,Negative,go from smooth music to country,Spotify
Up until this recent update I had a search bar but now its not there anymore ,Neutral,update,Spotify
Up until this recent update I had a search bar but now its not there anymore ,Neutral,search bar,Spotify
Other than that premium is too expensive but still good app ,Negative,premium ,Spotify
Everytime I try to use the app it doesnt respond and I keep reporting it but nothing ,Neutral,respond,Spotify
Unless you purchase the premium version the annoying adds spoil it ,Neutral,premium version,Spotify
Unless you purchase the premium version the annoying adds spoil it ,Negative,adds,Spotify
You can find so many songs and all good ones ,Positive,find so many songs,Spotify
Without the adds definately 5 stars ,Neutral,adds ,Spotify
Get annoying emails all the time and the unsubscribe link for them does not work,Neutral,unsubscribe link,Spotify
Get annoying emails all the time and the unsubscribe link for them does not work,Negative,Get annoying emails,Spotify
I did love this app but now since the last two updates it keeps shutting down whenever I open up another app ,Neutral,updates,Spotify
I did love this app but now since the last two updates it keeps shutting down whenever I open up another app ,Neutral,shutting down ,Spotify
"I have been a subscriber to the premium service for over a year now and had the free service for a year prior to that I am getting very frustrated, I have uninstalled and reinstalled several times the problem is getting worse!",Neutral,uninstalled,Spotify
"I have been a subscriber to the premium service for over a year now and had the free service for a year prior to that I am getting very frustrated, I have uninstalled and reinstalled several times the problem is getting worse!",Neutral,reinstalled,Spotify
"I have been a subscriber to the premium service for over a year now and had the free service for a year prior to that I am getting very frustrated, I have uninstalled and reinstalled several times the problem is getting worse!",Negative,premium service,Spotify
"I have been a subscriber to the premium service for over a year now and had the free service for a year prior to that I am getting very frustrated, I have uninstalled and reinstalled several times the problem is getting worse!",Negative,free service,Spotify
Great selection of music and easy to find just what you want,Positive,selection of music,Spotify
Great selection of music and easy to find just what you want,Positive,find just what you want,Spotify
Loading circle is not music ,Neutral,Loading circle,Spotify
Loading circle is not music ,Neutral,music,Spotify
"When Im trying  to log in with facebook  a message appears with: I tried to log in from another county   please,  give me support",Neutral,log in with facebook,Spotify
"When Im trying  to log in with facebook  a message appears with: I tried to log in from another county   please,  give me support",Neutral,message appears,Spotify
"When Im trying  to log in with facebook  a message appears with: I tried to log in from another county   please,  give me support",Neutral,log in,Spotify
The app wont let me log in ,Neutral,log in,Spotify
It just constantly says its logging in but never actually logs in ,Neutral,logging in,Spotify
It just constantly says its logging in but never actually logs in ,Neutral,logs in,Spotify
You guys should bring back the snow on spotify but instead let it be a optional thing and include a rain option,Neutral,snow,Spotify
You guys should bring back the snow on spotify but instead let it be a optional thing and include a rain option,Neutral,rain,Spotify
The music is so amazing but you need to pay for ad free music,Positive,music,Spotify
The music is so amazing but you need to pay for ad free music,Neutral,pay for ad free music,Spotify
Love the fact u can customize and listen offline ur play lists   also the up to date music you can Save instead of liking ,Positive,listen offline ur play lists,Spotify
Love the fact u can customize and listen offline ur play lists   also the up to date music you can Save instead of liking ,Positive,music you can Save,Spotify
Love the fact u can customize and listen offline ur play lists   also the up to date music you can Save instead of liking ,Positive,liking,Spotify
when your playing a game on your android or apple device youve got the audio for the game over the top of the music ,Neutral,music,Spotify
fix the search bar     keeps disappearing ,Neutral,search bar,Spotify
Love it so much fun to listen to!,Positive,listen,Spotify
It was good but I thought you could make your own playlist,Neutral,make your own playlist,Spotify
The app is constantly telling me I am offline when I have Internet to be able to listen to music ,Neutral,telling me I am offline,Spotify
The app is constantly telling me I am offline when I have Internet to be able to listen to music ,Neutral,listen to music,Spotify
I like listening to the music on here but I am getting upset about the updates and problems that app is having ,Positive,listening to the music,Spotify
I like listening to the music on here but I am getting upset about the updates and problems that app is having ,Negative,updates,Spotify
"I downloaded this, expecting a decent music streaming service like Spotify Desktop ",Positive,music streaming service,Spotify
"I downloaded this, expecting a decent music streaming service like Spotify Desktop ",Neutral,downloaded,Spotify
"First, you can only play songs in Shuffle play ",Neutral,play songs,Spotify
"First, you can only play songs in Shuffle play ",Neutral,Shuffle play,Spotify
"But then, you end up listening soley to Suggested Songs and wont let you skip more than a couple, so youre stuck listening to Bubblegum pop instead of the Classical music you wanted to listen to ",Neutral,listening soley to Suggested Songs,Spotify
"But then, you end up listening soley to Suggested Songs and wont let you skip more than a couple, so youre stuck listening to Bubblegum pop instead of the Classical music you wanted to listen to ",Neutral,skip,Spotify
"But then, you end up listening soley to Suggested Songs and wont let you skip more than a couple, so youre stuck listening to Bubblegum pop instead of the Classical music you wanted to listen to ",Neutral,listening to Bubblegum pop,Spotify
"But then, you end up listening soley to Suggested Songs and wont let you skip more than a couple, so youre stuck listening to Bubblegum pop instead of the Classical music you wanted to listen to ",Neutral,Classical music,Spotify
Stops after 10 sec playback in a sudden with all tracks ,Neutral,playback,Spotify
Stops after 10 sec playback in a sudden with all tracks ,Neutral,tracks,Spotify
I loved the Spotify app until the recent updates ,Neutral,updates,Spotify
The system is very slow now and screen touches lag ,Negative,screen touches,Spotify
Very disappointed thinking of cancelling subscription,Negative,subscription,Spotify
you can play your favorite music for free ,Neutral,play your favorite music,Spotify
App will not load,Neutral,load,Spotify
I like it but the stations are not very good,Negative,stations ,Spotify
"While the app works great for the most part, the lock screen player rarely shows up and when it does usually only the skip button works, while the play/ pause button does not ",Neutral,lock screen player,Spotify
"While the app works great for the most part, the lock screen player rarely shows up and when it does usually only the skip button works, while the play/ pause button does not ",Neutral,skip button,Spotify
"While the app works great for the most part, the lock screen player rarely shows up and when it does usually only the skip button works, while the play/ pause button does not ",Neutral,pause button ,Spotify
After my 7 days ended I couldnt play my music,Neutral,play my music,Spotify
Your login is horrible ,Negative,login,Spotify
I want to use my email not username ,Neutral,use my email,Spotify
Trying to set an account up but says my email account is allready taken by someone ,Neutral,set an account up,Spotify
Trying to set an account up but says my email account is allready taken by someone ,Neutral,says my email account is allready taken ,Spotify
There is a bug with the ads and the app will stay stuck on the ad and not play it ,Negative,ads,Spotify
There is a bug with the ads and the app will stay stuck on the ad and not play it ,Negative,ad,Spotify
Have to restart my phone to listen to music again,Neutral,listen to music,Spotify
It doesnt really count as free if you cant choose which song you want to listen to ,Neutral,choose which song you want to listen,Spotify
Also you cant really open that menu for a song because the slider gets in the way ,Neutral,open that menu for a song,Spotify
Also you cant really open that menu for a song because the slider gets in the way ,Neutral,slider,Spotify
Spotify used to display on my lock screen so I didnt have to unlock my phone just to change songs ,Neutral,display on my lock screen,Spotify
Spotify used to display on my lock screen so I didnt have to unlock my phone just to change songs ,Neutral,change songs,Spotify
Remove the forced shuffle thing ,Neutral,shuffle,Spotify
When I open this app it would fc then I would  open it again after that no issues I just have to do it every single day,Neutral,open,Spotify
When I open this app it would fc then I would  open it again after that no issues I just have to do it every single day,Neutral,open ,Spotify
when I put my email in it didnt accept it ,Neutral,put my email in,Spotify
It was all right but after like 30 days asked me to buy premium pack after every song ,Neutral,asked me to buy premium pack,Spotify
It was all right but after like 30 days asked me to buy premium pack after every song ,Neutral,song,Spotify
So cool have to listen to music,Positive,listen to music,Spotify
My favorite music app ,Positive,music,Spotify
Great sound quality and great diversity of music ,Positive,sound,Spotify
Great sound quality and great diversity of music ,Positive,music,Spotify
With the new update it doesnt have the thing at the bottom that shows the album artwork ,Neutral,shows the album artwork,Spotify
You cant skip to a certain part of the songs and you have to change songs manually ,Neutral,skip to a certain part of the songs,Spotify
You cant skip to a certain part of the songs and you have to change songs manually ,Neutral,change songs manually,Spotify
"Recently, I can have excellent WiFi connection and full bars and it wont load any online songs ",Neutral,load any online songs,Spotify
One that preferably doesnt say no internet connection when I definitely am connected to the internet ,Neutral,say no internet connection,Spotify
I want premiem but I dont have a credit card ,Neutral,premiem,Spotify
"   but with the constant updates, now it just crashes ",Neutral,updates,Spotify
Love the fact I can listen to whatever I want ANY time     Update ,Positive,listen to whatever I want,Spotify
Can only play shufle,Neutral,play shufle,Spotify
Wish you could cast,Neutral,cast,Spotify
I love being able to access millions of songs and creating my own playlist ,Positive,access millions of songs,Spotify
I love being able to access millions of songs and creating my own playlist ,Positive,creating my own playlist,Spotify
You cant choose which device the music is playing from anymore,Neutral,choose which device the music is playing,Spotify
This app is great In all but please add a timer or sleep timer ,Neutral,timer,Spotify
This app is great In all but please add a timer or sleep timer ,Neutral,sleep timer,Spotify
When I sleep I live to listen to music and it would be better if a timer was added ,Neutral,listen to music,Spotify
When I sleep I live to listen to music and it would be better if a timer was added ,Neutral,timer ,Spotify
Please add a feature search ,Neutral,feature search,Spotify
It takes 10 minutes to load the music when Im on fast Wi-Fi and have no trouble doing any other activities ,Neutral,load the music,Spotify
If I didnt have all my play lists created I could cancel immediately because the service is so bad ,Neutral,play lists,Spotify
"Also, for some reason it un-downloaded my downloaded play lists ",Neutral,play lists,Spotify
"Since the last update this app has given me nothing but trouble, it freezes constantly and sometimes wont even open ",Neutral,open,Spotify
"Since the last update this app has given me nothing but trouble, it freezes constantly and sometimes wont even open ",Negative,update,Spotify
"The title says most of it, the search feature (If not instantly failing) will take an eternity to load results ",Negative,search,Spotify
"The title says most of it, the search feature (If not instantly failing) will take an eternity to load results ",Negative,load results,Spotify
I loved this app and used it all the time but was horrified this AM while listening to a random playlist I chose called Morning Buzz ,Negative,listening to a random playlist ,Spotify
One of the songs by artist MariKKKopa was clearly hateful angry racist ranting ,Neutral,songs,Spotify
I will no longer be a happy follower of playlists unless this artist is REMOVED ,Neutral,playlists,Spotify
I will no longer be a happy follower of playlists unless this artist is REMOVED ,Neutral,artist,Spotify
I clicked on a song and it plays a whole different song,Neutral,clicked on a song,Spotify
I clicked on a song and it plays a whole different song,Neutral,plays a whole different song,Spotify
Just wish you could crate ringtones,Neutral,ringtones,Spotify
"With Premium acc is good, but if you dont have Premium, app is very horrible ",Positive,Premium acc,Spotify
"With Premium acc is good, but if you dont have Premium, app is very horrible ",Neutral,Premium,Spotify
Really bad whenever its time to play an Ad ,Negative,play an Ad,Spotify
Good sound quality ,Positive,sound,Spotify
Still needs updating with more songs / artists bit other than that its great!,Neutral,updating,Spotify
Still needs updating with more songs / artists bit other than that its great!,Neutral,songs,Spotify
Still needs updating with more songs / artists bit other than that its great!,Neutral,artists,Spotify
